V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,y
34.83,4.0,2,2,5,12.5,1,0,0,1,2,184,1,0,1.0,0.02233048714697361,4.0,-22755.841796875,0.1166524663567543,3.4028234663852886e+38,1
16.5,0.125,2,8,4,0.165,0,0,0,0,2,132,1,0,0.0,0.008214927278459072,0.125,-9467.6572265625,-0.17497870326042175,3.4028234663852886e+38,1
41.17,6.5,2,11,4,0.5,1,1,3,1,2,145,1,1,0.0,0.02233048714697361,3.5,-12282.7041015625,0.2833244502544403,3.4028234663852886e+38,0
24.75,12.5,2,6,4,1.5,1,1,12,1,2,120,568,1,0.0,0.02233048714697361,0.5,-7169.15283203125,-0.15676192939281464,3.4028234663852886e+38,0
41.75,0.96,2,14,4,2.5,1,0,0,0,2,510,601,1,-1.0,0.008214927278459072,0.959999978542328,-229290.546875,-0.0092322938144207,3.4028234663852886e+38,1
37.42,2.04,2,9,4,0.04,1,0,0,1,2,400,5801,1,0.0,0.02233048714697361,2.039999961853028,-135840.921875,0.16124048829078674,3.4028234663852886e+38,1
17.42,6.5,2,3,4,0.125,0,0,0,0,2,60,101,0,0.0,0.008214927278459072,6.5,3.368560791015625,0.15750648081302646,3.4028234663852886e+38,1
20.42,1.085,2,11,4,1.5,0,0,0,0,2,108,8,0,0.0,0.008214927278459072,1.0850000381469729,-5158.64892578125,0.0068647111766040325,3.4028234663852886e+38,1
29.58,4.75,2,7,4,2.0,0,1,1,1,2,460,69,0,1.0,0.02233048714697361,3.75,-183813.4375,0.11122175306081772,3.4028234663852886e+38,1
35.0,3.375,2,8,8,8.29,0,0,0,1,2,0,1,0,1.0,0.02233048714697361,3.375,-24.109865188598636,0.1023559868335724,3.4028234663852886e+38,1
33.67,0.375,2,13,4,0.375,0,0,0,0,2,300,45,1,-1.0,0.008214927278459072,0.375,-71886.71875,-0.2218240052461624,3.4028234663852886e+38,0
28.75,1.5,1,8,4,1.5,1,0,0,1,2,0,226,0,1.0,0.02233048714697361,1.5,-24.109865188598636,0.0341186597943306,3.4028234663852886e+38,1
48.17,3.5,2,6,4,3.5,1,0,0,0,1,230,1,1,-1.0,0.008214927278459072,3.5,-39018.77734375,0.10422924160957336,3.4028234663852886e+38,1
47.67,2.5,2,7,5,2.5,1,1,12,1,2,410,2511,1,0.0,0.02233048714697361,-9.5,-143336.34375,3.402823466385289e+38,3.4028234663852886e+38,1
46.67,0.46,2,13,8,0.415,1,1,11,1,2,440,7,1,0.0,0.02233048714697361,-10.539999961853027,-167022.59375,3.402823466385289e+38,3.4028234663852886e+38,0
34.0,5.5,1,8,4,1.5,0,0,0,1,2,60,1,0,1.0,0.02233048714697361,5.5,3.368560791015625,0.14344939589500427,3.4028234663852886e+38,1
21.25,2.335,2,3,5,0.5,1,1,4,0,1,80,1,1,-1.0,0.008214927278459072,-1.6649999618530271,-1587.471923828125,3.402823466385289e+38,3.4028234663852886e+38,0
25.67,2.21,1,6,4,4.0,1,0,0,0,2,188,1,0,0.0,0.008214927278459072,2.2100000381469727,-24002.01171875,0.06672791391611099,3.4028234663852886e+38,1
34.92,2.5,2,9,4,0.0,1,0,0,1,2,239,201,1,0.0,0.02233048714697361,2.5,-42695.65234375,0.2072280049324036,3.4028234663852886e+38,1
22.5,0.125,1,4,4,0.125,0,0,0,0,2,200,71,0,0.0,0.008214927278459072,0.125,-27932.515625,-0.17497870326042175,3.4028234663852886e+38,1
34.58,0.0,2,8,4,0.0,0,0,0,0,3,184,1,0,0.0,0.008214927278459072,0.0,-22755.841796875,-3.402823466385289e+38,3.4028234663852886e+38,1
18.0,0.165,2,11,7,0.21,0,0,0,0,2,200,41,1,-1.0,0.008214927278459072,0.16500000655651093,-27932.515625,-0.4074966907501221,3.4028234663852886e+38,1
60.92,5.0,2,6,4,4.0,1,1,4,0,2,0,100,1,-1.0,0.008214927278459072,1.0,-24.109865188598636,0.0,3.4028234663852886e+38,0
55.75,7.08,2,4,8,6.75,1,1,3,1,2,100,51,0,1.0,0.02233048714697361,4.079999923706056,-3978.3125,0.11831879615783693,3.4028234663852886e+38,0
25.0,0.875,2,14,8,1.04,1,0,0,1,2,160,5861,1,0.0,0.02233048714697361,0.875,-15950.833984375,-0.030199414119124413,3.4028234663852886e+38,0
16.25,0.0,1,6,4,0.25,0,0,0,0,2,60,1,0,0.0,0.008214927278459072,0.0,3.368560791015625,-3.402823466385289e+38,3.4028234663852886e+38,1
42.08,1.04,2,9,4,5.0,1,1,6,1,2,500,10001,1,0.0,0.02233048714697361,-4.960000038146973,-219795.125,3.402823466385289e+38,3.4028234663852886e+38,1
29.25,13.0,2,2,8,0.5,0,0,0,0,2,228,1,0,0.0,0.008214927278459072,13.0,-38223.69140625,0.21583271026611328,3.4028234663852886e+38,1
27.33,1.665,2,1,1,0.0,0,0,0,0,2,340,2,0,0.0,0.008214927278459072,1.6649999618530271,-95068.3984375,0.04290023818612099,3.4028234663852886e+38,0
23.92,1.5,2,2,8,1.875,1,1,6,0,2,200,328,1,-1.0,0.008214927278459072,-4.5,-27932.515625,3.402823466385289e+38,3.4028234663852886e+38,1
42.83,1.25,2,7,4,13.875,0,1,1,1,2,352,113,0,1.0,0.02233048714697361,0.25,-102646.90625,-0.1166524663567543,3.4028234663852886e+38,1
25.75,0.5,2,8,8,0.875,1,0,0,1,2,491,1,1,0.0,0.02233048714697361,0.5,-211420.25,-0.15676192939281464,3.4028234663852886e+38,0
56.75,12.25,2,7,4,1.25,1,1,4,1,2,200,1,1,0.0,0.02233048714697361,8.25,-27932.515625,0.4772451221942902,3.4028234663852886e+38,1
20.67,3.0,2,11,4,0.165,1,1,3,0,2,100,7,1,-1.0,0.008214927278459072,0.0,-3978.3125,-3.402823466385289e+38,3.4028234663852886e+38,0
29.42,1.25,2,9,4,1.75,0,0,0,0,2,200,1,0,0.0,0.008214927278459072,1.25,-27932.515625,0.018776852637529373,3.4028234663852886e+38,1
